1,2,3,4,5,6,7,8,9
line2d_-0.1_-29.3_13.csv,66,13,"[-0.1, -29.3]","[-0.09983236894011556, -15.023404379293305]",5,968.400938335211,5,0.0005041
line2d_-0.5_17.6_13.csv,66,13,"[-0.5, 17.6]","[-0.6440221063431594, 31.10361330271924]",6,791.8881460802693,6,0.0005442
line2d_-10.4_12.4_26.csv,128,26,"[-10.4, 12.4]","[-10.4212917995361, -1.1029739222404276]",5,1710.9778717045554,5,0.0009417
line2d_-12.3_2.7_13.csv,63,13,"[-12.3, 2.7]","[-12.273259078103735, -10.717078876673874]",6,819.3703771054248,6,0.0004994
line2d_-12.7_13.9_27.csv,135,27,"[-12.7, 13.9]","[-12.670224991275326, 28.1551851295831]",5,1893.9035182506725,5,0.0009886
line2d_-13.3_-18.8_30.csv,149,30,"[-13.3, -18.8]","[-13.26944907501124, -32.501900312416744]",6,1744.4392657469907,6,0.0013095
line2d_-14.9_17.3_13.csv,64,13,"[-14.9, 17.3]","[-14.911596718573382, 30.4479861448615]",5,805.62638613623,7,0.0004511
line2d_-15.1_24.9_20.csv,98,20,"[-15.1, 24.9]","[-14.988399518384352, 10.71188525016536]",5,956.5356060281747,5,0.0007178
line2d_-15.3_5.8_5.csv,26,5,"[-15.3, 5.8]","[-15.384221298412662, 22.094313555416814]",9,277.9359627634414,13,0.0003331
line2d_-15.7_-2.6_15.csv,75,15,"[-15.7, -2.6]","[-15.76695678245201, -17.170495856164745]",5,928.1977557461028,6,0.0005435
line2d_-15.8_18.0_13.csv,66,13,"[-15.8, 18.0]","[-15.777490800064076, 31.132349548271414]",5,661.0067855777278,5,0.0004736
line2d_-17.5_-27.9_24.csv,118,24,"[-17.5, -27.9]","[-17.597686665882886, -42.221600264787035]",6,1285.947862089274,6,0.0009974
line2d_-18.0_-4.8_18.csv,91,18,"[-18.0, -4.8]","[-17.93389635959874, -18.452045776966962]",16,1407.1431433461269,30,0.0018808
line2d_-18.1_-10.6_21.csv,103,21,"[-18.1, -10.6]","[-18.025455615991945, 3.184367859254737]",6,1366.2832022434234,7,0.0008905
line2d_-18.1_-15.5_15.csv,74,15,"[-18.1, -15.5]","[-18.14269326388328, -1.7849066462517595]",6,839.7364539821801,7,0.0006511
line2d_-19.0_-1.2_24.csv,119,24,"[-19.0, -1.2]","[-18.935521238404302, -15.390788303169735]",5,1653.0917581399024,6,0.0008512
line2d_-19.8_5.6_9.csv,45,9,"[-19.8, 5.6]","[-19.831599122333134, 19.379503245036535]",6,300.846112734373,6,0.0003569
line2d_-19.9_7.7_5.csv,27,5,"[-19.9, 7.7]","[-19.891526556232318, -5.684651168644503]",6,246.62567467451322,8,0.0002295
line2d_-2.4_10.9_28.csv,138,28,"[-2.4, 10.9]","[-2.41283499811869, 25.54223561617492]",5,1855.6839393070898,6,0.0010256
line2d_-2.8_-2.2_6.csv,32,6,"[-2.8, -2.2]","[-2.779000404711371, 11.468391721698772]",6,514.08184143004,6,0.0002642
line2d_-20.1_-13.3_17.csv,83,17,"[-20.1, -13.3]","[-20.1188856530604, 0.9279275984715003]",5,1022.5544718816907,8,0.0006098
line2d_-20.4_-15.7_28.csv,142,28,"[-20.4, -15.7]","[-20.401970670685255, -1.3617369315606511]",6,1929.6753488247746,6,0.0012388
line2d_-20.5_-18.9_27.csv,135,27,"[-20.5, -18.9]","[-20.537899845437668, -32.411187032062756]",6,1641.6565384436522,7,0.001171
line2d_-20.6_27.2_27.csv,137,27,"[-20.6, 27.2]","[-20.52975882643566, 41.10745206140519]",8,1695.5705817212033,8,0.0015044
line2d_-20.7_26.8_26.csv,132,26,"[-20.7, 26.8]","[-20.697968038276407, 13.09479557989154]",6,1747.280279242606,9,0.0011816
line2d_-20.9_8.3_23.csv,117,23,"[-20.9, 8.3]","[-21.02718283229504, 22.527362037171116]",5,1581.9914601572148,7,0.0009103
line2d_-21.4_-1.1_10.csv,49,10,"[-21.4, -1.1]","[-21.552175894854056, -15.314208065156901]",7,395.4325185008205,9,0.000467
line2d_-23.4_21.7_20.csv,99,20,"[-23.4, 21.7]","[-23.381070112213784, 34.95515195148197]",5,1409.2409800152564,5,0.0007093
line2d_-24.5_-18.7_14.csv,71,14,"[-24.5, -18.7]","[-24.478013543335027, -4.112077117999544]",6,1023.1054288598646,7,0.0006055
line2d_-25.1_8.6_18.csv,92,18,"[-25.1, 8.6]","[-25.149641511665084, 22.56234749496283]",6,1018.7051169607167,15,0.0007927
line2d_-27.0_1.7_25.csv,124,25,"[-27.0, 1.7]","[-26.971765942612564, 15.309814954584983]",5,1526.1087394400806,9,0.0009704
line2d_-3.1_22.6_26.csv,128,26,"[-3.1, 22.6]","[-3.1132874570919493, 8.749077914824516]",6,1463.705497120098,8,0.0011618
line2d_-3.4_18.1_19.csv,94,19,"[-3.4, 18.1]","[-3.27963794338367, 32.416315345752295]",7,1028.131746704147,8,0.00097175
line2d_-4.0_-9.2_23.csv,116,23,"[-4.0, -9.2]","[-4.003159451721272, -23.93417744484239]",6,1355.6689397360592,6,0.0009897
line2d_-5.4_6.3_4.csv,18,4,"[-5.4, 6.3]","[-5.369360662031931, -8.444651471716343]",6,199.13130428435596,6,0.0001948
line2d_-5.5_-17.0_18.csv,90,18,"[-5.5, -17.0]","[-5.529636877256062, -2.9996684535028417]",7,1257.0828472901633,12,0.0009385
line2d_-5.7_-12.0_15.csv,77,15,"[-5.7, -12.0]","[-5.743216993767099, 2.240137658185965]",6,801.5916240511058,6,0.0006301
line2d_-5.8_-13.8_8.csv,42,8,"[-5.8, -13.8]","[-5.834496609678083, 0.027247551779394624]",6,633.0980545269163,6,0.0003398
line2d_-5.8_-22.8_9.csv,44,9,"[-5.8, -22.8]","[-6.019182812218058, -35.63314262665368]",6,598.9339181862274,7,0.0003619
line2d_-7.6_19.5_16.csv,78,16,"[-7.6, 19.5]","[-7.633795280824764, 33.23793014063942]",6,1085.5368139746256,9,0.0006417
line2d_-7.9_25.9_4.csv,20,4,"[-7.9, 25.9]","[-8.03822257915342, 38.38918913799011]",6,316.82408226531686,6,0.0001743
line2d_-7.9_7.4_4.csv,21,4,"[-7.9, 7.4]","[-7.927543282761214, 23.082592743859408]",6,129.69475024134073,6,0.0001896
line2d_-8.1_-27.7_12.csv,62,12,"[-8.1, -27.7]","[-7.987994012579367, -13.360871360508455]",6,802.5183781700575,7,0.0005358
line2d_-9.7_-14.0_10.csv,48,10,"[-9.7, -14.0]","[-9.699403273053306, -27.387038212425324]",6,619.8338178891313,8,0.0003983
line2d_0.0_4.6_6.csv,30,6,"[0.0, 4.6]","[0.08519038544600589, 19.054833307775823]",6,388.67098282289317,6,0.0002574
line2d_0.6_20.6_7.csv,34,7,"[0.6, 20.6]","[0.6459507708279215, 35.643761953601526]",6,410.3270162316882,7,0.0002767
line2d_1.8_-3.2_13.csv,64,13,"[1.8, -3.2]","[1.767660432054424, -17.70646252206173]",24,875.7320892725859,45,0.0019996
line2d_10.0_9.5_11.csv,53,11,"[10.0, 9.5]","[10.03346199890306, 24.136939086256266]",6,701.1999180302844,6,0.0004452
line2d_10.2_8.2_3.csv,15,3,"[10.2, 8.2]","[10.054111267458696, 21.389103482122675]",6,181.64920847168543,6,0.0001303
line2d_10.6_-4.0_20.csv,98,20,"[10.6, -4.0]","[10.650814873457565, -17.814906534734394]",6,1348.23281307549,7,0.0008483
line2d_10.9_1.6_9.csv,44,9,"[10.9, 1.6]","[10.882611588165828, 16.220345603340984]",9,498.4579431937784,14,0.0005103
line2d_11.3_-22.0_29.csv,145,29,"[11.3, -22.0]","[11.321239315686757, -36.86786401057862]",9,1919.8990599800509,20,0.0018516
line2d_11.3_26.2_3.csv,14,3,"[11.3, 26.2]","[11.250891281382504, 11.13108985657897]",6,87.14210736819598,6,0.000118
line2d_11.6_13.1_29.csv,145,29,"[11.6, 13.1]","[11.562200264040412, -1.4376526072988525]",5,1585.5786447335956,5,0.0010625
line2d_11.6_14.4_27.csv,136,27,"[11.6, 14.4]","[11.621765285658942, 0.9414540795887985]",5,1782.3203416957865,5,0.0011072
line2d_14.4_4.8_7.csv,34,7,"[14.4, 4.8]","[14.40027175958624, -8.063519951052251]",6,484.7722207621666,7,0.0002705
line2d_14.4_5.2_26.csv,131,26,"[14.4, 5.2]","[14.322981749307583, -8.615191368821602]",6,1872.7947307177687,10,0.0011613
line2d_14.5_-24.0_30.csv,150,30,"[14.5, -24.0]","[14.502126340334149, -9.754829461033175]",6,2003.3224702990294,8,0.0014145
line2d_15.5_11.5_29.csv,147,29,"[15.5, 11.5]","[15.401417745815888, -3.4897330352897797]",5,1582.704201135363,5,0.0012565
line2d_15.8_-0.2_9.csv,44,9,"[15.8, -0.2]","[15.949370448138053, 13.397755960580588]",6,597.7990557051014,10,0.0003541
line2d_16.2_4.8_7.csv,33,7,"[16.2, 4.8]","[16.15097066894817, 17.649474004275437]",6,280.440838215861,6,0.0002618
line2d_16.6_27.1_30.csv,149,30,"[16.6, 27.1]","[16.641620590375066, 41.07503598438842]",5,1978.2435441147447,5,0.0011451
line2d_16.9_4.3_23.csv,116,23,"[16.9, 4.3]","[16.88225032402517, 18.442666049911914]",5,1537.421545329899,5,0.0011046
line2d_17.0_-26.5_27.csv,137,27,"[17.0, -26.5]","[16.899073748228968, -40.09839098875714]",5,1563.3559815325063,5,0.001018
line2d_17.0_-3.3_24.csv,121,24,"[17.0, -3.3]","[17.09824927676194, -17.761168856928915]",6,1826.645244690884,10,0.0011428
line2d_17.3_-15.3_26.csv,132,26,"[17.3, -15.3]","[17.29091396408523, -28.829525177090602]",5,1823.9161738877328,5,0.0010319
line2d_17.3_4.7_10.csv,50,10,"[17.3, 4.7]","[17.27599097539402, -8.87874759761373]",6,571.1799776008951,7,0.00044
line2d_18.3_19.1_22.csv,110,22,"[18.3, 19.1]","[18.25984260397421, 32.24700398081631]",6,1366.3134584940594,6,0.0009194
line2d_18.5_21.8_21.csv,105,21,"[18.5, 21.8]","[18.42950085109792, 35.892618606653784]",7,1477.7276169256365,11,0.00103425
line2d_19.4_8.8_6.csv,31,6,"[19.4, 8.8]","[19.454899330598348, 22.122138086150432]",7,327.651138505801,12,0.0003062
line2d_19.6_7.6_16.csv,80,16,"[19.6, 7.6]","[19.572634287149263, 22.747298162242256]",5,1052.3971478008075,5,0.0005592
line2d_2.0_2.4_4.csv,20,4,"[2.0, 2.4]","[1.9581513608107532, 17.71487435252741]",6,259.5700387564634,6,0.0001758
line2d_2.4_-26.1_27.csv,136,27,"[2.4, -26.1]","[2.356134124946863, -12.43959753593033]",5,1498.0728658412315,5,0.00103295
line2d_2.5_24.9_16.csv,78,16,"[2.5, 24.9]","[2.5298262929923605, 11.31915410603999]",6,968.7607729741563,6,0.0007009
line2d_20.6_11.7_23.csv,116,23,"[20.6, 11.7]","[20.68030045606473, -1.602511721329034]",27,1166.739570113807,52,0.0038887
line2d_20.9_-24.0_8.csv,39,8,"[20.9, -24.0]","[20.8959328439895, -9.999436186282788]",7,575.0251085705207,8,0.0004394
line2d_21.4_-29.0_20.csv,99,20,"[21.4, -29.0]","[21.462766623153716, -14.642348524308638]",6,1387.5946520551295,6,0.00099925
line2d_21.4_1.4_15.csv,73,15,"[21.4, 1.4]","[21.475947092989763, -12.016519910342641]",5,868.8164619490318,5,0.0005203
line2d_21.5_29.7_20.csv,99,20,"[21.5, 29.7]","[21.43994608671774, 43.269684742018896]",11,1242.5229219799623,19,0.0014407
line2d_21.8_-17.5_22.csv,111,22,"[21.8, -17.5]","[21.79751840650137, -2.4231115321133885]",5,1417.2184397628341,5,0.0008074
line2d_23.2_-19.7_25.csv,124,25,"[23.2, -19.7]","[23.255191059366066, -5.168319855329053]",8,1604.8004534835136,13,0.0014054
line2d_24.9_-9.0_15.csv,74,15,"[24.9, -9.0]","[24.98170096053215, 4.113680814823165]",6,811.1904245582564,7,0.0006108
line2d_25.6_11.0_5.csv,23,5,"[25.6, 11.0]","[25.733755244210133, 25.007568531606857]",6,150.36879746846995,6,0.0001893
line2d_25.6_19.5_30.csv,148,30,"[25.6, 19.5]","[25.595996541657684, 5.611436568311619]",6,1942.502008911649,7,0.0013008
line2d_27.4_20.0_12.csv,60,12,"[27.4, 20.0]","[27.353125996787035, 33.992937477222476]",6,762.0906013063785,6,0.0004761
line2d_27.4_27.4_23.csv,117,23,"[27.4, 27.4]","[27.389194114063365, 12.525311643691511]",6,1268.4823211796643,6,0.0012006
line2d_27.5_4.3_5.csv,25,5,"[27.5, 4.3]","[27.315499420383507, -8.668556436728446]",6,313.4261102463507,6,0.000205
line2d_28.5_-19.4_17.csv,83,17,"[28.5, -19.4]","[28.4424954519008, -33.270640897858314]",6,1090.0582184812693,6,0.0007248
line2d_28.7_23.1_10.csv,52,10,"[28.7, 23.1]","[28.715950763734615, 37.46384139619201]",6,800.0915367841924,6,0.0004628
line2d_3.5_-12.8_4.csv,20,4,"[3.5, -12.8]","[3.3000420727948194, 1.722948363993517]",6,110.12080054338657,7,0.0001701
line2d_3.5_-26.6_19.csv,93,19,"[3.5, -26.6]","[3.4080825000783266, -11.865459084837918]",6,860.9847332086198,6,0.0007751
line2d_4.0_-24.4_9.csv,47,9,"[4.0, -24.4]","[4.143013530488398, -39.25550987740274]",6,572.669064785988,11,0.000415
line2d_4.1_-15.8_25.csv,127,25,"[4.1, -15.8]","[4.0478872965814565, -29.156527980192145]",6,1716.0259191342786,9,0.0011431
line2d_4.3_-30.0_25.csv,124,25,"[4.3, -30.0]","[4.254447919599703, -15.307231021459058]",6,1480.6913692965754,6,0.0012423
line2d_4.3_27.6_18.csv,92,18,"[4.3, 27.6]","[4.362435219551925, 40.78717132184741]",5,1174.1820715248436,5,0.0007475
line2d_5.3_1.4_16.csv,81,16,"[5.3, 1.4]","[5.375031370504783, -12.352091418878526]",5,932.8963462800557,5,0.00058
line2d_5.8_-26.6_29.csv,147,29,"[5.8, -26.6]","[5.812694848687082, -12.496325398432798]",6,1931.153725588957,7,0.0014601
line2d_6.3_-27.3_25.csv,123,25,"[6.3, -27.3]","[6.320715800632657, -40.048193127275894]",6,1447.0850532486688,9,0.0010509
line2d_8.5_-14.2_22.csv,109,22,"[8.5, -14.2]","[8.474089920877887, -28.36755792698707]",5,1454.2426007925592,5,0.0008353
