1,2,3,4,5,6,7
sphere3D_-0.9_16.5_17.8_36.7_10.csv,32,10,"[-0.9, 16.5, 17.8, 36.7]","[-0.8999999999998773, 16.499999999999908, 17.799999999999994, 36.700000000000365]",7,1.36124977504789e-20
sphere3D_-1.2_7.7_-12.8_45.2_19.csv,64,19,"[-1.2, 7.7, -12.8, 45.2]","[-1.200000000005796, 7.699999999998607, -12.799999999998036, 45.1999999999926]",6,1.6680484017562113e-17
sphere3D_-1.4_34.6_37.1_21.5_39.csv,129,39,"[-1.4, 34.6, 37.1, 21.5]","[-1.3999999998691237, 34.59999999997888, 37.1000000000214, -21.50000000019475]",5,5.383126080267093e-15
sphere3D_-11.3_-26.5_-21.7_16.0_24.csv,81,24,"[-11.3, -26.5, -21.7, 16.0]","[-11.299999999739319, -26.50000000015406, -21.69999999982899, -16.000000000309573]",5,4.0125302162610664e-15
sphere3D_-11.7_-28.5_-22.6_23.0_19.csv,64,19,"[-11.7, -28.5, -22.6, 23.0]","[-11.699999999999362, -28.499999999999957, -22.59999999999998, -23.000000000001144]",5,1.0566198349599237e-19
sphere3D_-12.3_17.3_-42.1_48.4_31.csv,104,31,"[-12.3, 17.3, -42.1, 48.4]","[-12.299999999991998, 17.300000000000296, -42.10000000000193, 48.40000000001089]",5,6.732080201243735e-17
sphere3D_-13.5_3.0_46.1_35.4_22.csv,74,22,"[-13.5, 3.0, 46.1, 35.4]","[-13.500000000362158, 3.000000000104641, 46.099999999923064, -35.39999999992887]",7,6.998161941201146e-15
sphere3D_-15.4_5.3_45.0_35.8_14.csv,46,14,"[-15.4, 5.3, 45.0, 35.8]","[-15.399999999998773, 5.299999999999979, 45.00000000000031, -35.800000000001695]",6,3.806565754768096e-19
sphere3D_-15.9_-22.3_-8.0_40.0_41.csv,136,41,"[-15.9, -22.3, -8.0, 40.0]","[-15.90000000000009, -22.30000000000004, -7.9999999999999885, 39.99999999999986]",5,9.820856918900675e-21
sphere3D_-16.0_13.0_-33.0_20.9_16.csv,55,16,"[-16.0, 13.0, -33.0, 20.9]","[-15.999999999999826, 12.999999999999943, -32.999999999999986, -20.90000000000011]",5,8.249995699222726e-22
sphere3D_-18.2_-1.8_-2.1_39.7_9.csv,31,9,"[-18.2, -1.8, -2.1, 39.7]","[-18.199999999958425, -1.8000000000048368, -2.099999999978861, 39.70000000005497]",6,3.1226344898509755e-16
sphere3D_-18.2_-18.0_-37.9_3.1_35.csv,118,35,"[-18.2, -18.0, -37.9, 3.1]","[-18.199999999907533, -17.99999999831606, -37.900000000989856, -3.1000000000335124]",6,1.123667215937958e-15
sphere3D_-19.7_11.1_-44.3_16.1_38.csv,127,38,"[-19.7, 11.1, -44.3, 16.1]","[-19.699999999975333, 11.10000000001787, -44.300000000014215, -16.100000000028345]",5,5.925121930327263e-17
sphere3D_-2.5_3.3_45.2_31.5_8.csv,28,8,"[-2.5, 3.3, 45.2, 31.5]","[-2.500000000886759, 3.30000000055846, 45.199999999909686, -31.499999998968722]",5,7.604534515266467e-14
sphere3D_-2.9_-37.6_15.3_5.3_36.csv,120,36,"[-2.9, -37.6, 15.3, 5.3]","[-2.9000000090763094, -37.59999999219484, 15.299999994744233, -5.2999999941355584]",4,3.7306700733867236e-13
